# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
228.4	788	0.451197	0.451197
228.2	33636	2.585243	2.465842
225.3	34001	1.607143	2.453631
205.1	34366	1.401316	2.437631
178.3	34731	1.401316	2.422111
148.4	35104	1.590278	2.410473
118.2	35471	1.322785	2.394029
83.8	35836	1.449664	2.380755
39.4	36357	1.434579	2.362031
6.9	36454	1.155556	2.357031
